Entity,Year,Estimated maternal mortality ratio,Population (historical)
Data source:,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017
CUB,1943,,5035224
CUB,1944,,5155776
CUB,1945,,5279214
CUB,1946,,5405607
CUB,1947,,5535026
CUB,1948,,5667544
CUB,1949,,5798132
CUB,1950,,5924518
CUB,1951,,6042205
CUB,1952,,6162183
CUB,1953,,6285748
CUB,1954,,6412848
CUB,1955,,6543104
CUB,1956,,6676061
CUB,1957,,6811726
CUB,1958,,6950293
CUB,1959,,7092337
CUB,1960,,7238084
CUB,1961,,7387120
CUB,1962,,7541103
CUB,1963,,7701664
CUB,1964,,7866017
CUB,1965,,8030807
CUB,1966,,8193452
CUB,1967,,8352628
CUB,1968,,8509525
CUB,1969,,8666637
CUB,1970,,8824387
CUB,1971,,8979089
CUB,1972,,9123896
CUB,1973,,9255331
CUB,1974,,9374184
CUB,1975,,9479727
CUB,1976,,9571239
CUB,1977,,9648442
CUB,1978,,9711983
CUB,1979,,9763358
CUB,1980,,9804798
CUB,1981,,9849325
CUB,1982,,9912682
CUB,1983,,9991027
CUB,1984,,10073306
CUB,2021,,11122169
CUB,2022,,11059821
CUB,2023,,11019931
CUW,1950,,101780
CUW,1951,,104422
CUW,1952,,107183
CUW,1953,,110061
CUW,1954,,113030
CUW,1955,,116118
CUW,1956,,119319
CUW,1957,,122608
CUW,1958,,125993
CUW,1959,,129454
CUW,1960,,132198
CUW,1961,,134313
CUW,1962,,136469
CUW,1963,,138534
CUW,1964,,140541
CUW,1965,,142472
CUW,1966,,144331
CUW,1967,,146111
CUW,1968,,147814
CUW,1969,,149407
CUW,1970,,150885
CUW,1971,,152199
CUW,1972,,153294
CUW,1973,,154097
CUW,1974,,154691
CUW,1975,,155208
CUW,1976,,155634
CUW,1977,,155977
CUW,1978,,156266
CUW,1979,,156492
CUW,1980,,156664
CUW,1981,,156804
CUW,1982,,156850
CUW,1983,,156838
CUW,1984,,156798
CUW,1985,,156712
CUW,1986,,156598
CUW,1987,,156455
CUW,1988,,156259
CUW,1989,,156032
CUW,1990,,155750
CUW,1991,,155457
CUW,1992,,155101
CUW,1993,,154504
CUW,1994,,153677
CUW,1995,,152704
CUW,1996,,151584
CUW,1997,,150316
CUW,1998,,148873
CUW,1999,,147276
CUW,2000,,145541
CUW,2001,,144758
CUW,2002,,145908
CUW,2003,,147921
CUW,2004,,149805
CUW,2005,,151325
CUW,2006,,152518
CUW,2007,,153673
CUW,2008,,154783
CUW,2009,,155834
CUW,2010,,156884
CUW,2011,,158572
CUW,2012,,160905
CUW,2013,,163122
CUW,2014,,165041
CUW,2015,,166620
CUW,2016,,167790
CUW,2017,,168524
CUW,2018,,181593
CUW,2019,,189556
CUW,2020,,185026
CUW,2021,,185324
CUW,2022,,185351
CUW,2023,,185437
CYP,1985,38.233936,731290
CYP,1986,39.96008,743116
CYP,1987,37.8713,754796
CYP,1988,37.810272,766239
CYP,1989,36.925423,777429
CYP,1990,38.161938,788354
CYP,1991,34.69319,798950
CYP,1992,34.641544,810343
CYP,1993,32.375496,826042
CYP,1994,36.864758,844669
CYP,1995,34.46586,862698
CYP,1996,33.983288,880296
CYP,1997,33.605152,897576
CYP,1998,31.246881,914552
CYP,1999,32.568092,931236
CYP,2000,33.161453,947667
CYP,2001,32.510777,964129
CYP,2002,34.165436,981443
CYP,2003,31.239183,999602
CYP,2004,32.024887,1017877
CYP,2005,27.318708,1036156
CYP,2006,30.623857,1054425
CYP,2007,25.906586,1072726
CYP,2008,26.911465,1091028
CYP,2009,30.412436,1109377
CYP,2010,26.78463,1127825
CYP,2011,30.748814,1146492
CYP,2012,31.883322,1165402
CYP,2013,36.323147,1183899
CYP,2014,39.072136,1201807
CYP,2015,42.393284,1219504
CYP,2016,42.292492,1237116
CYP,2017,49.37267,1254273
CYP,2018,58.516308,1270743
CYP,2019,63.814064,1286669
CYP,2020,68.40658,1302250
CYP,-10000,,922
CYP,-9000,,1536
CYP,-8000,,2561
CYP,-7000,,4268
CYP,-6000,,7114
CYP,-5000,,11857
CYP,-4000,,19762
CYP,-3000,,32938
CYP,-2000,,54896
CYP,-1000,,91494
CYP,0,,152490
CYP,100,,157749
CYP,200,,163188
CYP,300,,168816
CYP,400,,174637
CYP,500,,180659
CYP,600,,186888
CYP,700,,193333
CYP,800,,200000
CYP,900,,175000
CYP,1000,,150000
CYP,1100,,150000
CYP,1200,,170000
CYP,1300,,200000
CYP,1400,,150000
CYP,1500,,200000
CYP,1600,,120000
CYP,1700,,110000
CYP,1710,,110000
CYP,1720,,110000
CYP,1730,,110000
CYP,1740,,110000
CYP,1750,,110000
CYP,1760,,110000
CYP,1770,,110000
CYP,1780,,110000
CYP,1790,,110000
CYP,1800,,184392
CYP,1801,,184412
CYP,1802,,184432
CYP,1803,,184452
CYP,1804,,184472
CYP,1805,,184492
CYP,1806,,184512
CYP,1807,,184532
CYP,1808,,184552
CYP,1809,,184572
CYP,1810,,184592
CYP,1811,,184612
CYP,1812,,184632
CYP,1813,,184652
CYP,1814,,184672
CYP,1815,,184692
CYP,1816,,184712
CYP,1817,,184733
CYP,1818,,184753
CYP,1819,,184773
CYP,1820,,184793
CYP,1821,,184813
CYP,1822,,184833
CYP,1823,,184853
CYP,1824,,184873
CYP,1825,,184893
CYP,1826,,184913
CYP,1827,,184933
CYP,1828,,184953
CYP,1829,,184973
CYP,1830,,184993
CYP,1831,,185013
CYP,1832,,185034
CYP,1833,,185054
CYP,1834,,185074
CYP,1835,,185094
CYP,1836,,185114
CYP,1837,,185134
CYP,1838,,185154
CYP,1839,,185174
CYP,1840,,185194
CYP,1841,,185214
CYP,1842,,185234
CYP,1843,,185255
CYP,1844,,185275
CYP,1845,,185295
CYP,1846,,185315
CYP,1847,,185335
CYP,1848,,185355
CYP,1849,,185375
CYP,1850,,185395
CYP,1851,,185406
CYP,1852,,185416
CYP,1853,,185426
CYP,1854,,185437
CYP,1855,,185447
CYP,1856,,185457
CYP,1857,,185468
CYP,1858,,185478
CYP,1859,,185488
CYP,1860,,185499
CYP,1861,,185509
CYP,1862,,185519
CYP,1863,,185530
CYP,1864,,185540
CYP,1865,,185550
CYP,1866,,185561
CYP,1867,,185571
CYP,1868,,185582
CYP,1869,,185592
CYP,1870,,185602
CYP,1871,,185613
CYP,1872,,185623
CYP,1873,,185633
CYP,1874,,185644
CYP,1875,,185654
CYP,1876,,185664
CYP,1877,,185675
CYP,1878,,185685
CYP,1879,,186127
CYP,1880,,187005
CYP,1881,,188325
CYP,1882,,190092
CYP,1883,,192311
CYP,1884,,194556
CYP,1885,,196828
CYP,1886,,199125
CYP,1887,,201450
CYP,1888,,203801
CYP,1889,,206219
CYP,1890,,208704
CYP,1891,,211257
CYP,1892,,213881
CYP,1893,,216575
CYP,1894,,219304
CYP,1895,,222067
CYP,1896,,224864
CYP,1897,,227697
CYP,1898,,230566
CYP,1899,,233564
CYP,1900,,236693
CYP,1901,,239957
CYP,1902,,243359
CYP,1903,,246902
CYP,1904,,250496
CYP,1905,,254143
CYP,1906,,257843
CYP,1907,,261597
CYP,1908,,265406
CYP,1909,,269168
CYP,1910,,272882
CYP,1911,,276545
CYP,1912,,280156
CYP,1913,,283712
CYP,1914,,287313
CYP,1915,,290960
CYP,1916,,294653
CYP,1917,,298393
CYP,1918,,302197
CYP,1919,,305960
CYP,1920,,309680
CYP,1921,,313356
CYP,1922,,316987
CYP,1923,,320570
CYP,1924,,324194
CYP,1925,,327859
CYP,1926,,331565
CYP,1927,,335313
CYP,1928,,339104
CYP,1929,,343959
CYP,1930,,349917
CYP,1931,,357019
CYP,1932,,365304
CYP,1933,,374816
CYP,1934,,384575
CYP,1935,,394589
CYP,1936,,404863
CYP,1937,,415405
CYP,1938,,426221
CYP,1939,,435824
CYP,1940,,444169
CYP,1941,,451208
CYP,1942,,456894
CYP,1943,,461176
CYP,1944,,465498
CYP,1945,,469861
CYP,1946,,474265
CYP,1947,,478710
CYP,1948,,483197
CYP,1949,,488274
CYP,1950,,493884
CYP,1951,,501060
CYP,1952,,508693
CYP,1953,,516735
CYP,1954,,525118
CYP,1955,,533873
CYP,1956,,543081
CYP,1957,,552830
CYP,1958,,563293
CYP,1959,,574569
CYP,1960,,586494
CYP,1961,,595522
CYP,1962,,601471
CYP,1963,,607254
CYP,1964,,612531
CYP,1965,,617743
CYP,1966,,623392
CYP,1967,,629253
CYP,1968,,635164
CYP,1969,,641195
CYP,1970,,647444
CYP,1971,,654058
CYP,1972,,661068
CYP,1973,,665945
CYP,1974,,663265
CYP,1975,,659408
CYP,1976,,662044
CYP,1977,,667104
CYP,1978,,672258
CYP,1979,,677550
CYP,1980,,683082
CYP,1981,,688895
CYP,1982,,696503
CYP,1983,,707223
CYP,1984,,719345
CYP,2021,,1317312
CYP,2022,,1331376
CYP,2023,,1344979
CZE,1985,13.126161,10305142
CZE,1986,14.470984,10304373
CZE,1987,13.311488,10303423
CZE,1988,13.412952,10305448
CZE,1989,13.565909,10305609
CZE,1990,13.40651,10301990
CZE,1991,13.33044,10304419
CZE,1992,12.9395895,10312449
CZE,1993,12.476835,10320402
CZE,1994,10.5792885,10322332
CZE,1995,11.242539,10312040
CZE,1996,8.244817,10296139
CZE,1997,7.982026,10280049
CZE,1998,6.876236,10265431
CZE,1999,6.5656137,10251383
CZE,2000,8.028288,10236809
CZE,2001,7.6298027,10231941
CZE,2002,6.829476,10239474
CZE,2003,6.4994383,10248907
CZE,2004,5.7283006,10261454
CZE,2005,5.277133,10280158
CZE,2006,4.7008133,10304594
CZE,2007,4.836441,10337541
CZE,2008,4.618543,10378296
CZE,2009,4.5584216,10420986
CZE,2010,4.260183,10464035
CZE,2011,3.7355967,10495508
CZE,2012,3.5857913,10507338
CZE,2013,3.3481076,10511164
CZE,2014,3.0767756,10517222
CZE,2015,3.5014486,10524419
CZE,2016,3.4970071,10531947
CZE,2017,3.1417778,10541343
CZE,2018,3.1841486,10548935
CZE,2019,3.3352423,10554871
CZE,2020,3.3740165,10550130
CZE,-10000,,697
CZE,-9000,,1395
CZE,-8000,,2790
CZE,-7000,,5580
CZE,-6000,,11160
CZE,-5000,,22320
CZE,-4000,,44641
CZE,-3000,,89282
CZE,-2000,,178565
CZE,-1000,,357130
CZE,0,,714260
CZE,100,,714975
CZE,200,,715690
CZE,300,,716407
CZE,400,,717124
CZE,500,,717842
CZE,600,,718560
CZE,700,,719280
CZE,800,,720000
CZE,900,,810000
CZE,1000,,900000
CZE,1100,,1080000
CZE,1200,,1440000
CZE,1300,,2160000
CZE,1400,,1800000
CZE,1500,,2160000
CZE,1600,,3240000
CZE,1700,,3240000
CZE,1710,,3329546
CZE,1720,,3419092
CZE,1730,,3508639
CZE,1740,,3598185
CZE,1750,,3687731
CZE,1760,,3777278
CZE,1770,,3866824
CZE,1780,,3956370
CZE,1790,,4045917
CZE,1800,,5516349
CZE,1801,,5516349
CZE,1802,,5516349
CZE,1803,,5516349
CZE,1804,,5516349
CZE,1805,,5516349
CZE,1806,,5516349
CZE,1807,,5516349
CZE,1808,,5516349
CZE,1809,,5516349
CZE,1810,,5516349
CZE,1811,,5516349
CZE,1812,,5516349
CZE,1813,,5516349
CZE,1814,,5516349
CZE,1815,,5516349
CZE,1816,,5516349
CZE,1817,,5516349
CZE,1818,,5516349
CZE,1819,,5520440
CZE,1820,,5528637
CZE,1821,,5540956
CZE,1822,,5557411
CZE,1823,,5578018
CZE,1824,,5598701
CZE,1825,,5623145
CZE,1826,,5695961
CZE,1827,,5769720
CZE,1828,,5844434
CZE,1829,,5920116
CZE,1830,,5996778
CZE,1831,,6033858
CZE,1832,,6071168
CZE,1833,,6108708
CZE,1834,,6146481
CZE,1835,,6184487
CZE,1836,,6222728
CZE,1837,,6261205
CZE,1838,,6299921
CZE,1839,,6338875
CZE,1840,,6378071
CZE,1841,,6421552
CZE,1842,,6465329
CZE,1843,,6509405
CZE,1844,,6553781
CZE,1845,,6598460
CZE,1846,,6643444
CZE,1847,,6688734
CZE,1848,,6734333
CZE,1849,,6780242
CZE,1850,,6826465
CZE,1851,,6870309
CZE,1852,,6914435
CZE,1853,,6958845
CZE,1854,,7003540
CZE,1855,,7048521
CZE,1856,,7093792
CZE,1857,,7139353
CZE,1858,,7185208
CZE,1859,,7231356
CZE,1860,,7277801
CZE,1861,,7318846
CZE,1862,,7360123
CZE,1863,,7401633
CZE,1864,,7443377
CZE,1865,,7485356
CZE,1866,,7527572
CZE,1867,,7570026
CZE,1868,,7612719
CZE,1869,,7655654
CZE,1870,,7698830
CZE,1871,,7747227
CZE,1872,,7795928
CZE,1873,,7844935
CZE,1874,,7894250
CZE,1875,,7943875
CZE,1876,,7993812
CZE,1877,,8044063
CZE,1878,,8094630
CZE,1879,,8145514
CZE,1880,,8196719
CZE,1881,,8246023
CZE,1882,,8295623
CZE,1883,,8345522
CZE,1884,,8395720
CZE,1885,,8446221
CZE,1886,,8497026
CZE,1887,,8548136
CZE,1888,,8599553
CZE,1889,,8651280
CZE,1890,,8703318
CZE,1891,,8764419
CZE,1892,,8825950
CZE,1893,,8887912
CZE,1894,,8950309
CZE,1895,,9013144
CZE,1896,,9076421
CZE,1897,,9140141
CZE,1898,,9204309
CZE,1899,,9268928
CZE,1900,,9334000
CZE,1901,,9405000
CZE,1902,,9475000
CZE,1903,,9545000
CZE,1904,,9615000
CZE,1905,,9685000
CZE,1906,,9754000
CZE,1907,,9825000
CZE,1908,,9895000
CZE,1909,,9965000
CZE,1910,,10036000
CZE,1911,,10099000
CZE,1912,,10157000
CZE,1913,,10221000
CZE,1914,,10283000
CZE,1915,,10286000
CZE,1916,,10222000
CZE,1917,,10128000
CZE,1918,,10004000
CZE,1919,,9922000
CZE,1920,,9978000
CZE,1921,,10002000
CZE,1922,,10113000
CZE,1923,,10198000
CZE,1924,,10278000
CZE,1925,,10370000
CZE,1926,,10443000
CZE,1927,,10496000
CZE,1928,,10549000
CZE,1929,,10598000
CZE,1930,,10648000
CZE,1931,,10702000
CZE,1932,,10750000
CZE,1933,,10791000
CZE,1934,,10826000
CZE,1935,,10853000
CZE,1936,,10873000
CZE,1937,,10889000
CZE,1938,,10877000
CZE,1939,,11106000
CZE,1940,,11160000
CZE,1941,,11129000
CZE,1942,,11054000
CZE,1943,,11035000
CZE,1944,,11109000
CZE,1945,,10693000
CZE,1946,,9523000
CZE,1947,,8765000
CZE,1948,,8828360
CZE,1949,,8868627
CZE,1950,,8916714
CZE,1951,,8997245
CZE,1952,,9077206
CZE,1953,,9152603
CZE,1954,,9221189
CZE,1955,,9289428
CZE,1956,,9358022
CZE,1957,,9418970
CZE,1958,,9469711
CZE,1959,,9508387
CZE,1960,,9541603
CZE,1961,,9573387
CZE,1962,,9597462
CZE,1963,,9627332
CZE,1964,,9668744
CZE,1965,,9706844
CZE,1966,,9736243
CZE,1967,,9758986
CZE,1968,,9775114
CZE,1969,,9787791
CZE,1970,,9801251
CZE,1971,,9822783
CZE,1972,,9858071
CZE,1973,,9906212
CZE,1974,,9965950
CZE,1975,,10030787
CZE,1976,,10092942
CZE,1977,,10149370
CZE,1978,,10200749
CZE,1979,,10246154
CZE,1980,,10275404
CZE,1981,,10289517
CZE,1982,,10299007
CZE,1983,,10302947
CZE,1984,,10303815
CZE,2021,,10530683
CZE,2022,,10673216
CZE,2023,,10809722
CZE,1600,,4500000
CZE,1700,,4500000
CZE,1800,,7008000
CZE,1820,,7657000
CZE,1850,,9250000
CZE,1870,,10160000
CZE,1890,,11250000
CZE,1900,,12140000
CZE,1910,,12980000
CZE,1913,,13240000
CZE,1920,,12980000
CZE,1921,,13010000
CZE,1922,,13160000
CZE,1923,,13290000
CZE,1924,,13410000
CZE,1925,,13540000
CZE,1926,,13640000
CZE,1927,,13730000
CZE,1928,,13810000
CZE,1929,,13880000
CZE,1930,,13960000
CZE,1931,,14050000
CZE,1932,,14140000
CZE,1933,,14220000
CZE,1934,,14280000
CZE,1935,,14340000
CZE,1936,,14390000
CZE,1937,,14430000
CZE,1938,,14600000
CZE,1939,,14680000
CZE,1940,,14710000
CZE,1941,,14670000
CZE,1942,,14580000
CZE,1943,,14540000
CZE,1944,,14590000
CZE,1945,,14150000
CZE,1946,,12920000
CZE,1947,,12160000
CZE,1948,,12340000
CZE,1949,,12340000
CZE,1950,,12390000
CZE,1951,,12530000
CZE,1952,,12680000
CZE,1953,,12820000
CZE,1954,,12950000
CZE,1955,,13090000
CZE,1956,,13230000
CZE,1957,,13360000
CZE,1958,,13470000
CZE,1959,,13560000
CZE,1960,,13650000
CZE,1961,,13780000
CZE,1962,,13860000
CZE,1963,,13950000
CZE,1964,,14050000
CZE,1965,,14150000
CZE,1966,,14220000
CZE,1967,,14280000
CZE,1968,,14320000
CZE,1969,,14280000
CZE,1970,,14320000
CZE,1971,,14380000
CZE,1972,,14460000
CZE,1973,,14550000
CZE,1974,,14660000
CZE,1975,,14770000
CZE,1976,,14880000
CZE,1977,,14990000
CZE,1978,,15090000
CZE,1979,,15180000
CZE,1980,,15250000
CZE,1981,,15310000
CZE,1982,,15350000
CZE,1983,,15390000
CZE,1984,,15420000
CZE,1985,,15450000
CZE,1986,,15480000
CZE,1987,,15510000
CZE,1988,,15540000
CZE,1989,,15560000
CZE,1990,,15570000
CZE,1991,,15590000
CZE,1992,,15620000
CZE,1993,,15650000
COD,1985,1171.4836,31264819
COD,1986,1104.5593,32265203
COD,1987,1056.9287,33298910
COD,1988,988.66626,34382755
COD,1989,952.4282,35486865
COD,1990,912.14746,36684066
COD,1991,895.5737,37925828
COD,1992,876.66626,39228908
COD,1993,836.1707,40656338
COD,1994,807.026,42626874
COD,1995,751.7762,44433718
COD,1996,809.44476,45296126
COD,1997,749.69574,46029908
COD,1998,701.3369,47297596
COD,1999,694.4005,48912973
COD,2000,667.7361,50507444
COD,2001,660.85455,52132648
COD,2002,662.2288,53750528
COD,2003,654.54694,55343873
COD,2004,643.32965,56997741
COD,2005,634.8282,58775726
COD,2006,618.63947,60615907
COD,2007,628.5138,62477753
COD,2008,620.5905,64390658
COD,2009,603.133,66412040
COD,2010,601.4646,68563037
COD,2011,585.00824,70849311
COD,2012,595.27594,73254623
COD,2013,584.5639,75789395
COD,2014,573.32355,78403248
COD,2015,577.802,81035535
COD,2016,561.8817,83956415
COD,2017,570.2184,87083400
COD,2018,543.47815,90047647
COD,2019,540.7023,92947450
COD,2020,547.3603,95989999
COD,-10000,,21905
COD,-9000,,28072
COD,-8000,,36011
COD,-7000,,46241
COD,-6000,,59438
COD,-5000,,76479
COD,-4000,,98508
COD,-3000,,127015
COD,-2000,,163941
COD,-1000,,211822
COD,0,,273973
COD,100,,356995
COD,200,,465792
COD,300,,608513
COD,400,,795925
COD,500,,1042253
COD,600,,1366309
COD,700,,1792977
COD,800,,2355200
COD,900,,2649600
COD,1000,,2944000
COD,1100,,3434666
COD,1200,,3925333
COD,1300,,4416000
COD,1400,,5152000
COD,1500,,5888000
COD,1600,,6256000
COD,1700,,6624000
COD,1710,,6676308
COD,1720,,6719381
COD,1730,,6764630
COD,1740,,6812268
COD,1750,,6862543
COD,1760,,6915741
COD,1770,,6972196
COD,1780,,7032301
COD,1790,,7096523
COD,1800,,5163819
COD,1801,,5163819
COD,1802,,5163819
COD,1803,,5163819
COD,1804,,5163819
COD,1805,,5163819
COD,1806,,5163819
COD,1807,,5163819
COD,1808,,5163819
COD,1809,,5163819
COD,1810,,5163819
COD,1811,,5163819
COD,1812,,5163819
COD,1813,,5163819
COD,1814,,5163819
COD,1815,,5163819
COD,1816,,5163819
COD,1817,,5163819
COD,1818,,5163819
COD,1819,,5179959
COD,1820,,5212490
COD,1821,,5261670
COD,1822,,5327758
COD,1823,,5411019
COD,1824,,5495580
COD,1825,,5581464
COD,1826,,5668689
COD,1827,,5757277
COD,1828,,5847250
COD,1829,,5938629
COD,1830,,6031436
COD,1831,,6125694
COD,1832,,6221424
COD,1833,,6318651
COD,1834,,6417396
COD,1835,,6517686
COD,1836,,6619542
COD,1837,,6722990
COD,1838,,6828055
COD,1839,,6934761
COD,1840,,7043136
COD,1841,,7153204
COD,1842,,7264992
COD,1843,,7378527
COD,1844,,7493836
COD,1845,,7610947
COD,1846,,7729889
COD,1847,,7850689
COD,1848,,7973377
COD,1849,,8073221
COD,1850,,8149850
COD,1851,,8203394
COD,1852,,8232967
COD,1853,,8238175
COD,1854,,8243387
COD,1855,,8248602
COD,1856,,8253820
COD,1857,,8259041
COD,1858,,8264265
COD,1859,,8279072
COD,1860,,8303530
COD,1861,,8337707
COD,1862,,8381672
COD,1863,,8435495
COD,1864,,8489664
COD,1865,,8544180
COD,1866,,8599047
COD,1867,,8654266
COD,1868,,8709839
COD,1869,,8768035
COD,1870,,8828887
COD,1871,,8892430
COD,1872,,8958700
COD,1873,,9027732
COD,1874,,9097296
COD,1875,,9167396
COD,1876,,9238036
COD,1877,,9309221
COD,1878,,9380954
COD,1879,,9447355
COD,1880,,9508357
COD,1881,,9563890
COD,1882,,9613884
COD,1883,,9658268
COD,1884,,9702857
COD,1885,,9747652
COD,1886,,9792654
COD,1887,,9837863
COD,1888,,9883281
COD,1889,,9909558
COD,1890,,9916704
COD,1891,,9904725
COD,1892,,9873631
COD,1893,,9823429
COD,1894,,9773482
COD,1895,,9723789
COD,1896,,9674349
COD,1897,,9625160
COD,1898,,9576221
COD,1899,,9518329
COD,1900,,9451620
COD,1901,,9376230
COD,1902,,9292290
COD,1903,,9199934
COD,1904,,9108496
COD,1905,,9017966
COD,1906,,8928336
COD,1907,,8839597
COD,1908,,8751740
COD,1909,,8671803
COD,1910,,8599666
COD,1911,,8535211
COD,1912,,8478321
COD,1913,,8428883
COD,1914,,8379733
COD,1915,,8330869
COD,1916,,8282290
COD,1917,,8233995
COD,1918,,8185477
COD,1919,,8168162
COD,1920,,8182274
COD,1921,,8228044
COD,1922,,8305702
COD,1923,,8415487
COD,1924,,8526723
COD,1925,,8639430
COD,1926,,8753626
COD,1927,,8869332
COD,1928,,8986567
COD,1929,,9103514
COD,1930,,9220147
COD,1931,,9336439
COD,1932,,9452362
COD,1933,,9567888
COD,1934,,9684826
COD,1935,,9803193
COD,1936,,9923007
COD,1937,,10044285
COD,1938,,10167045
COD,1939,,10299646
COD,1940,,10442344
COD,1941,,10595400
COD,1942,,10759079
COD,1943,,10933654
COD,1944,,11111061
COD,1945,,11291347
COD,1946,,11474559
COD,1947,,11660743
COD,1948,,11849948
COD,1949,,12061342
COD,1950,,12294294
COD,1951,,12542651
COD,1952,,12803639
COD,1953,,13069453
COD,1954,,13343040
COD,1955,,13630351
COD,1956,,13929949
COD,1957,,14242281
COD,1958,,14557796
COD,1959,,14891585
COD,1960,,15264853
COD,1961,,15662373
COD,1962,,16075729
COD,1963,,16507610
COD,1964,,16955331
COD,1965,,17427807
COD,1966,,17931934
COD,1967,,18462788
COD,1968,,19012194
COD,1969,,19570447
COD,1970,,20137441
COD,1971,,20695567
COD,1972,,21251166
COD,1973,,21827664
COD,1974,,22418884
COD,1975,,23021102
COD,1976,,23624033
COD,1977,,24229060
COD,1978,,24992693
COD,1979,,25886782
COD,1980,,26711097
COD,1981,,27500518
COD,1982,,28338194
COD,1983,,29250968
COD,1984,,30245089
COD,2021,,99148931
COD,2022,,102396974
COD,2023,,105789733
DNK,1985,11.473709,5113878
DNK,1986,11.234227,5120691
DNK,1987,10.771534,5127135
DNK,1988,12.989776,5129650
DNK,1989,12.678829,5132717
DNK,1990,11.669618,5141025
DNK,1991,11.312831,5154346
DNK,1992,10.675574,5171371
DNK,1993,10.590735,5188639
DNK,1994,10.322506,5206190
DNK,1995,10.423961,5233363
DNK,1996,9.88344,5263072
DNK,1997,9.65092,5285041
DNK,1998,8.6901045,5304264
DNK,1999,8.805034,5321814
DNK,2000,8.034726,5339660
DNK,2001,8.203254,5358825
DNK,2002,8.210705,5375966
DNK,2003,7.659421,5390622
DNK,2004,7.4246,5404594
DNK,2005,6.9008856,5419551
DNK,2006,6.629035,5437421
DNK,2007,7.048198,5461604
DNK,2008,6.818585,5493766
DNK,2009,6.815765,5523168
DNK,2010,6.5243616,5547866
DNK,2011,6.6546316,5570846
DNK,2012,6.312666,5591912
DNK,2013,5.1252174,5615334
DNK,2014,5.107834,5643793
DNK,2015,5.6014996,5683698
DNK,2016,5.4772563,5728198
DNK,2017,4.9994617,5765168
DNK,2018,5.013271,5793825
DNK,2019,4.5194545,5814619
DNK,2020,4.657717,5831530
DNK,-10000,,540
DNK,-9000,,1080
DNK,-8000,,2160
DNK,-7000,,4320
DNK,-6000,,4800
DNK,-5000,,5333
DNK,-4000,,5926
DNK,-3000,,6585
DNK,-2000,,7316
DNK,-1000,,8129
DNK,0,,200000
DNK,100,,220000
DNK,200,,240000
DNK,300,,260000
DNK,400,,280000
DNK,500,,300000
DNK,600,,320000
DNK,700,,340000
DNK,800,,360000
DNK,900,,377587
DNK,1000,,400000
DNK,1100,,466963
DNK,1200,,535422
DNK,1300,,600000
DNK,1400,,400000
DNK,1500,,600000
DNK,1600,,700000
DNK,1700,,800000
DNK,1710,,815422
DNK,1720,,831743
DNK,1730,,848860
DNK,1740,,866863
DNK,1750,,885854
DNK,1760,,920000
DNK,1770,,940000
DNK,1780,,960000
DNK,1790,,980000
DNK,1800,,1000000
DNK,1801,,1007231
DNK,1802,,1014514
DNK,1803,,1021850
DNK,1804,,1029239
DNK,1805,,1036682
DNK,1806,,1044178
DNK,1807,,1051729
DNK,1808,,1059334
DNK,1809,,1066994
DNK,1810,,1074765
DNK,1811,,1082537
DNK,1812,,1090365
DNK,1813,,1098249
DNK,1814,,1106191
DNK,1815,,1114189
DNK,1816,,1122246
DNK,1817,,1130361
DNK,1818,,1138535
DNK,1819,,1147355
DNK,1820,,1156833
DNK,1821,,1166978
DNK,1822,,1177802
DNK,1823,,1189315
DNK,1824,,1200941
DNK,1825,,1212680
DNK,1826,,1224534
DNK,1827,,1236504
DNK,1828,,1248591
DNK,1829,,1259939
DNK,1830,,1270537
DNK,1831,,1280370
DNK,1832,,1289426
DNK,1833,,1297692
DNK,1834,,1306011
DNK,1835,,1314383
DNK,1836,,1322809
DNK,1837,,1331288
DNK,1838,,1339823
DNK,1839,,1349386
DNK,1840,,1359996
DNK,1841,,1371667
DNK,1842,,1384418
DNK,1843,,1398265
DNK,1844,,1412250
DNK,1845,,1426375
DNK,1846,,1440642
DNK,1847,,1455051
DNK,1848,,1469604
DNK,1849,,1485029
DNK,1850,,1501343
DNK,1851,,1518598
DNK,1852,,1536779
DNK,1853,,1555906
DNK,1854,,1575270
DNK,1855,,1594876
DNK,1856,,1614726
DNK,1857,,1634822
DNK,1858,,1655169
DNK,1859,,1675212
DNK,1860,,1694942
DNK,1861,,1714348
DNK,1862,,1733420
DNK,1863,,1752148
DNK,1864,,1771078
DNK,1865,,1790213
DNK,1866,,1809555
DNK,1867,,1829106
DNK,1868,,1848868
DNK,1869,,1868465
DNK,1870,,1887891
DNK,1871,,1907142
DNK,1872,,1926211
DNK,1873,,1945092
DNK,1874,,1964159
DNK,1875,,1983412
DNK,1876,,2002855
DNK,1877,,2022487
DNK,1878,,2042313
DNK,1879,,2062337
DNK,1880,,2082563
DNK,1881,,2102992
DNK,1882,,2123627
DNK,1883,,2144469
DNK,1884,,2165515
DNK,1885,,2186768
DNK,1886,,2208230
DNK,1887,,2229902
DNK,1888,,2251787
DNK,1889,,2274474
DNK,1890,,2297977
DNK,1891,,2322311
DNK,1892,,2347490
DNK,1893,,2373530
DNK,1894,,2399859
DNK,1895,,2426480
DNK,1896,,2453397
DNK,1897,,2480612
DNK,1898,,2508128
