Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chad,TCD,2000,56,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chad,TCD,1993,26,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2022,99.14,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2017,99.03,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2015,99.29,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2013,99.01,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2011,99.22,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2009,99.2,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2006,98.89,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2003,98.86,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2002,99,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,2000,98.92,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,1992,98,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,1982,96,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,China,CHN,2020,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,China,CHN,2010,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,China,CHN,2000,99,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,China,CHN,1990,97,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,China,CHN,1982,95,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2022,98.64,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2021,98.8,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2020,98.67,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2019,98.49,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2018,98.68,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2017,98.27,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2016,98.29,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2015,98.17,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2014,98.13,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2013,97.78,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2012,97.76,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2011,97.85,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2010,97.77,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2009,97.44,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2008,97.55,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2007,97,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2006,98,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2005,97.57,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2004,97.5,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2003,96.71,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,2002,96.86,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,1996,96,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,1993,95,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Comoros,COM,2022,80.95,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Comoros,COM,2012,73.811,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Comoros,COM,2000,84,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Comoros,COM,1980,69,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Dem. Rep.",COD,2022,90.79,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Dem. Rep.",COD,2018,90.818,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Dem. Rep.",COD,2016,91,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Dem. Rep.",COD,2013,92.56,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Dem. Rep.",COD,2012,91,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Dem. Rep.",COD,2007,78.936,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Dem. Rep.",COD,2001,78,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Rep.",COG,2021,85.19,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Rep.",COG,2011,85.684,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Rep.",COG,2005,88,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Congo, Rep.",COG,1984,92,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Costa Rica,CRI,2021,99.46,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Costa Rica,CRI,2018,74.78,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Costa Rica,CRI,2011,99,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Costa Rica,CRI,2000,97,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Costa Rica,CRI,1984,97,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,2021,76.161,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,2019,93,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,2016,71.988,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,2014,59,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,2012,58.333,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,2000,71,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,1998,54,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cote d'Ivoire,CIV,1988,60,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Croatia,HRV,2021,99.75,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Croatia,HRV,2001,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Croatia,HRV,1991,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cuba,CUB,2021,99.855,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cuba,CUB,2019,99.531,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cuba,CUB,2012,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cuba,CUB,2002,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cyprus,CYP,2021,99.89,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cyprus,CYP,2011,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cyprus,CYP,2001,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Cyprus,CYP,1992,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2022,98.14,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2021,98.7,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2020,98.61,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2019,98.3,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2018,98.03,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2017,97.77,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2016,98.13,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2015,98.14,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2014,98.04,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2013,97.63,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2012,96.71,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2011,96.54,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2010,96.2,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2009,96.24,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2008,95.62,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2007,97.24,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2006,95.26,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2005,96.15,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2004,95.22,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2003,94.65,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2002,93.8,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2001,94.28,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,2000,93.23,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Dominican Republic,DOM,1981,81,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2022,96.1,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2021,96.18,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2020,94.13,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2019,94.06,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2018,96.22,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2017,97.19,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2016,96.87,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2015,98.02,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2014,97.12,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2013,95.65,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2012,96.27,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2011,95.77,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2010,96.1,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2009,96.82,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2008,96.29,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2007,95.89,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2006,96.13,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2005,96.16,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2003,89.81,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,2001,93.42,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,1990,97,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ecuador,ECU,1982,95,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,2022,92.72,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,2017,89,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,2013,94,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,2012,92,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,2010,91,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,2006,88,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,2005,90,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,1996,79,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,1986,71,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Egypt, Arab Rep.",EGY,1976,63,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2023,98,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2022,97.96,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2021,97.83,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2020,98.3,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2019,97.98,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2018,97.73,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2017,97.8,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2016,97.72,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2015,97.46,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2014,97.32,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2013,96.95,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2012,96.72,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2011,96,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2010,95.67,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2009,95.14,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2008,95,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2007,95.18,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2006,94.4,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2005,94.9,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2004,93.7,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2003,93.3,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2002,92.94,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2001,93.53,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,2000,92.21,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,El Salvador,SLV,1992,85,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Equatorial Guinea,GNQ,2010,97.691,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Equatorial Guinea,GNQ,2000,98,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eritrea,ERI,2018,93.819,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eritrea,ERI,2008,91,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eritrea,ERI,2002,86,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Estonia,EST,2021,99.98,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Estonia,EST,2011,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Estonia,EST,2000,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Estonia,EST,1989,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eswatini,SWZ,2022,98.553,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eswatini,SWZ,2020,94.76,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eswatini,SWZ,2010,92.187,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eswatini,SWZ,2006,88.81,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eswatini,SWZ,2000,91,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eswatini,SWZ,1986,83,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Eswatini,SWZ,1976,76,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,2017,73.521,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,2016,79.134,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,2011,65.08,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,2007,63,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,2005,55.885,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,2004,62.2,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,2000,49.47,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Ethiopia,ETH,1994,39,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Fiji,FJI,2021,96.11,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Gabon,GAB,2022,88.66,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Gabon,GAB,2021,94.955,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Gabon,GAB,2012,87.39,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Gabon,GAB,1993,94,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Gambia, The",GMB,2022,69.64,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Gambia, The",GMB,2021,72.018,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Gambia, The",GMB,2018,74.978,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Gambia, The",GMB,2015,71,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Gambia, The",GMB,2013,65.976,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Gambia, The",GMB,2000,64,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Georgia,GEO,2022,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Georgia,GEO,2018,99.905,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Georgia,GEO,2017,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Georgia,GEO,2014,100,"male, 15-24"
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Georgia,GEO,2002,100,"male, 15-24"
